id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
D5Oa4vGO,TRUE,1.50396E+12,1.50396E+12,39,resign,white,7+12,gio1212,1755,oldpaths,1574,Nf3 g6 g3 Bg7 Bg2 e6 O-O Ne7 c3 c5 d4 Qb6 dxc5 Qxc5 Be3 Qb5 b4 Nd5 a4 Qc4 Ra3 Bxc3 Nxc3 Nxc3 Qd3 Nxe2+ Kh1 Nxg3+ fxg3 Qxb4 Ne5 Qe7 Nxf7 Rf8 Nd6+ Kd8 Rxf8+ Qxf8 Bg5+,A04,Zukertort Opening: Kingside Fianchetto,2
6QAiH2Yy,TRUE,1.50389E+12,1.50389E+12,57,resign,white,15+10,oldpaths,1561,rubberchicken04,1596,d4 Nf6 Bf4 c5 e3 cxd4 exd4 d5 Nf3 Bg4 h3 Bxf3 Qxf3 Nc6 Bb5 e6 Nc3 Bb4 a3 Ba5 b4 Bb6 Bxc6+ bxc6 Ne2 a5 O-O O-O Be5 Ne4 Qg4 Qg5 Qxg5 Nxg5 c3 f6 Bf4 Nf7 Rfd1 e5 Bc1 exd4 Nxd4 Bxd4 Rxd4 Nd6 h4 Nb5 Rd3 Rfc8 Be3 Rd8 Bb6 Rdb8 bxa5 Nd6 Bc7,A45,Indian Game,2
NZSBXWl2,TRUE,1.50371E+12,1.50371E+12,62,mate,black,20+5,oldpaths,1579,fcolpo,1470,d4 d6 Bf4 e6 Nf3 Nc6 e3 Nf6 Nbd2 d5 Bb5 Bd7 a3 a6 Bxc6 Bxc6 Ne5 Bd7 O-O g6 c4 Bg7 cxd5 exd5 Qb3 Ne4 Nxf7 Kxf7 Qxd5+ Be6 Qxe4 Re8 Qxb7 Bd5 Qxc7+ Kg8 Qxd8 Rexd8 Rac1 h6 f3 g5 Be5 Bf8 e4 Bf7 d5 Rd7 Nc4 Rb7 b4 Be8 Bd6 Bb5 Bxf8 Kxf8 Rf2 Rc8 Nd6 Rxc1+ Rf1 Rxf1#,A41,Queen's Pawn,2
DHuXFP6C,TRUE,1.5037E+12,1.5037E+12,87,mate,white,20+5,chesschumpchamp,1617,oldpaths,1590,d4 Nf6 e3 g6 f4 Bg7 Nf3 d5 c4 O-O Nc3 c6 Bd3 e6 Qc2 Na6 a3 c5 cxd5 exd5 O-O c4 Be2 Bf5 Qd1 Nc7 Ne5 Ne4 Nxe4 Bxe4 Bf3 Bxf3 Rxf3 f6 Ng4 h5 Nf2 f5 Rg3 Kh7 Nh3 h4 Ng5+ Kh6 Rh3 Bf6 Rxh4+ Kg7 Rh7+ Kg8 Rh6 Bxg5 Rxg6+ Kf7 Rxg5 Ke6 Qh5 Rf6 Bd2 Qh8 Rf1 Qxh5 Rxh5 Rg8 Rf3 Rfg6 g3 Ne8 Rh7 Nd6 Bb4 Ne4 Rxb7 c3 Bxc3 Nxc3 bxc3 Ra8 Rf1 Rgg8 Rfb1 Rgd8 Rh7 Rdc8 Rbb7 Rxc3 Rh6#,A45,Indian Game,2
oWFQ8mnz,TRUE,1.50369E+12,1.50369E+12,50,resign,white,15+5,oldpaths,1589,insequitur,1547,d4 e6 Bf4 h6 Nf3 d6 e4 Qf6 Qd2 Nc6 Bb5 Bd7 Nc3 a6 Bxc6 bxc6 e5 Qd8 exd6 cxd6 O-O Nf6 Rae1 Be7 a4 d5 Ne5 Bb4 b3 Ne4 Qd3 Bxc3 Rxe4 dxe4 Qxc3 Rc8 Nxd7 Qxd7 d5 cxd5 Qxg7 Rf8 Bxh6 Qe7 c3 Rg8 Qxg8+ Kd7 Qg7 Rxc3,A40,Horwitz Defense,2
4jRtIZTy,TRUE,1.50346E+12,1.50346E+12,51,resign,white,15+5,serai,1521,oldpaths,1549,c4 Nc6 d4 g6 e3 Bg7 Nc3 d6 Bd2 Bf5 Nf3 Bg4 Be2 Bxf3 Bxf3 e5 dxe5 Nxe5 O-O Ne7 b3 Nf5 Be4 Qg5 Nd5 Kd7 f4 Qg4 fxe5 Qxd1 Raxd1 Bxe5 Bxf5+ gxf5 Rxf5 Raf8 Bc3 Bxc3 Nxc3 Re8 Rxf7+ Kc8 Nd5 c6 Nf6 Rxe3 Rxd6 Re1+ Kf2 Rhe8 h3,A10,English Opening: Anglo-Lithuanian Variation,2
wNK2HdLb,TRUE,1.50345E+12,1.50345E+12,58,mate,black,15+5,allahdeweswin,1251,oldpaths,1545,a4 e5 h4 d5 b3 Nc6 e3 Bf5 Bb5 Ne7 g4 Bd7 Bxc6 Bxc6 d4 e4 b4 a6 c3 g6 Ra2 Bg7 Nd2 O-O f3 Qd7 Nh3 b5 a5 f5 Ng5 Bh6 fxe4 fxe4 Nf1 Bxg5 hxg5 Rf7 Rah2 Raf8 Ng3 Bb7 Rh4 Nc8 Qe2 Nd6 R1h3 Nc4 Qh2 Qe7 Rh6 Rg7 Ke2 Rff7 Bd2 Qxg5 Be1 Qxg4#,A00,Crab Opening,3
TaSQfvww,TRUE,1.50344E+12,1.50344E+12,114,resign,white,15+5,oldpaths,1522,matheuswillx,1512,d4 c6 Bf4 e6 Nf3 d5 Nbd2 c5 e3 cxd4 Nxd4 a6 c4 Nf6 Bd3 h6 O-O Bd6 Bxd6 Qxd6 cxd5 Qxd5 Bc4 Qd6 Rc1 O-O Qb3 b5 Be2 Bb7 Nc4 Qd5 Bf3 Ne4 Nb6 Qxb3 Nxb3 Ra7 Rc7 f5 Rd1 Nc6 Bxe4 fxe4 Rdd7 Kh8 Rxg7 Ba8 Rxa7 Nxa7 Rxa7 Bd5 Nxd5 exd5 Rd7 Rc8 Rxd5 Rc2 Rd2 Rc8 f3 exf3 gxf3 h5 Rd5 Rc2 Rxh5+ Kg7 Rg5+ Kh7 Rg2 Rc7 f4 Ra7 e4 a5 e5 a4 Nd4 b4 e6 a3 b3 Rc7 Rc2 Rg7+ Kf2 Re7 f5 Kg7 Nc6 Rc7 Kf3 Kf6 Kf4 Rc8 h4 Rc7 e7 Rc8 h5 Kf7 Nd8+ Kxe7 Rxc8 Kd7 Rb8 Kc7 Rxb4 Kxd8 h6 Ke7 h7 Kf6,A40,Queen's Pawn,1
PNNfempy,TRUE,1.50336E+12,1.50336E+12,62,mate,black,20+10,amary33,1134,oldpaths,1535,d4 Nf6 Nf3 b6 c3 Bb7 Qb3 e6 Ne5 Nc6 Bg5 Be7 Bxf6 Nxe5 f4 Bd5 c4 Bxc4 Bxe7 Qxe7 Qg3 Qb4+ Nc3 Ng6 f5 exf5 O-O-O O-O d5 f4 a3 Qc5 Qg5 f6 b4 Qe7 Qg4 Qe3+ Kb2 Ne5 Rd3 Nxg4 Rxe3 Nxe3 g3 Nxf1 Rxf1 fxg3 hxg3 Rae8 Rf4 Bxe2 Nb5 Bxb5 Rd4 Re2+ Kc3 Rfe8 d6 R8e3+ Rd3 Rxd3#,A47,Queen's Indian Defense,4
TVfozmF5,TRUE,1.50336E+12,1.50336E+12,85,mate,white,20+10,oldpaths,1513,remisero,1784,d4 e6 Bf4 d5 Nf3 Qe7 e3 c5 c3 cxd4 Bb5+ Bd7 Bxd7+ Nxd7 exd4 g6 Qa4 a6 Ne5 b5 Qd1 Bg7 Qe2 Ngf6 Nc6 Qf8 Nd2 Nh5 Be5 Bxe5 Nxe5 Qe7 Ndf3 O-O Nxd7 Qxd7 Ne5 Qe7 g4 Nf4 Qf3 Qg5 h4 Qh6 g5 Qg7 Qxf4 f6 Ng4 fxg5 Qxg5 Rf5 Qe3 Kh8 Qxe6 h5 Ne3 Rf4 Nxd5 Rf5 Ne7 Re8 Nxg6+ Qxg6 Qxe8+ Qxe8+ Kf1 Qe3 Rh2 Qd3+ Kg1 Qc2 f3 Qxb2 Rxb2 Rxf3 Rf1 Rxc3 Re2 Rc4 Rf7 Kg8 Ra7 Rxd4 Re8#,A40,Horwitz Defense,2
z1LTn4pe,TRUE,1.50368E+12,1.50368E+12,40,resign,black,5+8,cdvh,1795,hunecel,1760,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 c4 c5 Qc2 Bxf3 gxf3 cxd4 exd4 Nc6 d5 Nb4 Qc3 Rc8 a3 Nfxd5 Qb3 Nxd3+ Qxd3 Qc7 cxd5 Qxc1+ Qd1 Qxb2 dxe6 Rc1 exd7+ Kd8 Nd2 Rxa1 O-O Rxd1 Rxd1 Qc2,A46,Yusupov-Rubinstein System,5
3n4poRIX,TRUE,1.50359E+12,1.50359E+12,49,outoftime,white,8+0,cdvh,1724,capito2017,1958,d4 Nf6 Nf3 c5 d5 d6 Nc3 e5 e4 Be7 Bd3 Nbd7 O-O h6 a4 O-O Nd2 Nh7 Nc4 Nb6 Ne3 c4 Be2 f5 a5 f4 axb6 fxe3 Bxe3 a6 Ra4 Bd7 Rxc4 Nf6 Rc7 Bb5 Rxb7 Bxe2 Qxe2 Nd7 Qg4 Nf6 Qe6+ Rf7 Rc7 Ne8 Rd7 Qc8 b7,A43,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,5
XRuQPSzH,TRUE,1.50358E+12,1.50358E+12,50,resign,black,10+0,chess-brahs,2036,cdvh,1706,Nf3 d5 g3 c5 Bg2 Nc6 d3 Nf6 O-O e5 Nc3 d4 Ne4 Nxe4 dxe4 Be7 e3 O-O exd4 cxd4 Re1 Be6 Bd2 Qb6 b3 f6 Qe2 Nb4 Bxb4 Bxb4 Red1 Rac8 Rac1 Rc6 Nh4 Ba3 Rb1 Rfc8 Rd2 Bb4 Rdd1 Rxc2 Qf3 Rxa2 Nf5 Rcc2 Rf1 Bf8 Rfc1 Rxf2,A08,King's Indian Attack: French Variation,6
btHFH9xr,TRUE,1.50316E+12,1.50316E+12,85,mate,white,15+15,rougethunder,1316,sassou,1273,c4 e5 g3 d5 cxd5 Qxd5 Nf3 g5 Nc3 Qc6 Bg2 g4 Nh4 Qe6 O-O Be7 Bd5 Qa6 Nf5 Bxf5 e4 Be6 Qb3 c6 Bxe6 fxe6 Qxe6 c5 Qxe5 Qf6 Qh5+ Qg6 Qe5 Qf6 Qh5+ Kf8 Nd5 Qd6 Qf5+ Nf6 Qc8+ Qd8 Qxb7 Nbd7 Nc7 Rb8 Ne6+ Ke8 Nxd8 Rxb7 Nxb7 Nxe4 d3 Ng5 Bxg5 Bxg5 Nd6+ Ke7 Ne4 Nf6 Rfe1 Nxe4 Rxe4+ Kf6 Rxg4 h6 Rc1 Bxc1 Rc4 Bxb2 Rxc5 Rd8 Rc6+ Kg5 h4+ Kf5 Rxh6 Rxd3 Rh5+ Kg4 Rb5 Rd1+ Kg2 Bc3 f3#,A20,English Opening: King's English Variation,2
15nlkNRf,TRUE,1.50414E+12,1.50414E+12,111,resign,white,10+10,japonxino,1865,isachess,1862,Nf3 Nf6 d4 e6 e3 c5 c3 Nc6 Nbd2 d5 Bd3 c4 Bc2 Bd6 O-O b5 a3 O-O Re1 Bd7 e4 dxe4 Nxe4 a5 Nxd6 b4 Nxc4 bxc3 bxc3 Nd5 Bd2 Qc7 Ne3 Nce7 c4 Nxe3 Rxe3 Qxc4 Rc3 Qb5 Rc5 Qb6 Rb1 Qd8 Bf4 Bc6 Ne5 Qc8 Nxc6 Nxc6 Be4 Ra6 Qf3 Qd7 Rxc6 Rxc6 Bxc6 Qxd4 g3 e5 Be3 Qd3 a4 Qxb1+ Kg2 Qb4 Qe4 Qxe4+ Bxe4 Rb8 Bd2 g6 Bc6 f5 Bxa5 Kf7 Bc7 Rc8 Bd5+ Kf6 Bb6 e4 a5 Ke5 Bb7 Rc2 a6 f4 gxf4+ Kxf4 a7 Ra2 Be3+ Kf5 a8=Q Rxa8 Bxa8 h5 Kg3 g5 h4 g4 Bb7 Ke5 Bc6 Kf5 Be8 Kf6 Bxh5 Kg7 Bxg4,A46,Yusupov-Rubinstein System,5
1zRjgcqm,TRUE,1.5038E+12,1.50381E+12,73,resign,white,15+0,cliff_walker,1833,isachess,1863,d4 Nf6 c4 c5 e3 cxd4 exd4 d6 Nf3 g6 Nc3 Bg7 Bd3 O-O h3 Nc6 O-O Bd7 a3 Rc8 b4 a6 Be3 e6 Qd2 Ne7 Bh6 Re8 Bxg7 Kxg7 Rac1 d5 c5 a5 Ne5 axb4 axb4 Ra8 Ra1 Nc6 Rxa8 Qxa8 Nxc6 bxc6 b5 Rb8 b6 Bc8 Rb1 Qb7 g4 Ra8 Qf4 Qb8 Qxb8 Rxb8 Ra1 Bb7 Ra7 Ng8 Kg2 Kf8 g5 Ne7 Kf3 Nc8 Ra1 Ra8 Rxa8 Bxa8 Ba6 Nxb6 cxb6,A56,Benoni Defense,4
tqirXAEm,TRUE,1.50344E+12,1.50344E+12,58,resign,white,30+0,isachess,1847,borvel,1802,d4 h6 Nf3 b5 e4 b4 c4 Bb7 Bd2 a5 Bd3 e6 O-O d5 cxd5 exd5 e5 Bc8 Be3 Bg4 Be2 Ne7 Nbd2 g5 Nb3 Nf5 Qd3 Be7 h3 Bh5 g4 Nxe3 fxe3 Bg6 Qb5+ c6 Qb7 Nd7 Qxc6 Rc8 Qxd5 O-O Rac1 Kg7 Qxa5 f5 exf6+ Nxf6 Qxd8 Rcxd8 Nc5 Bf7 Ne5 Bxa2 b3 Nd5 Ne6+ Kg8,A40,Queen's Pawn,1
aF6DiZZe,TRUE,1.5032E+12,1.5032E+12,40,outoftime,black,10+0,azcatdave,1854,isachess,1849,d4 Nf6 f3 c5 d5 d6 c3 e6 e4 Be7 c4 Nbd7 Nc3 Nf8 Be3 Ng6 g3 O-O Bg2 a6 Qc1 Bd7 Nge2 Ne5 b3 Nd3+ Kd2 Nxc1 Raxc1 exd5 exd5 Re8 h3 Bf8 h4 h5 Bg5 g6 Ne4 Nxe4+,A45,Paleface Attack,3
t7vvcwqO,TRUE,1.50418E+12,1.50418E+12,96,resign,black,10+4,phileasfrog,1290,taranga,1270,g3 e5 e4 Nf6 Bg2 Bc5 a3 a5 Nc3 d6 h3 O-O b3 c6 Nf3 d5 Nxe5 Re8 Nd3 Bd4 Bb2 dxe4 Nf4 Bf5 f3 exf3+ Kf1 fxg2+ Kxg2 Bxc3 Bxc3 Be4+ Kh2 Bxh1 Kxh1 Ne4 Bb2 Nxg3+ Kg2 Qh4 Qf3 Nf5 Nh5 Qg5+ Kh2 Nh4 Qg4 Qxg4 hxg4 f6 Kg3 Ng6 Rf1 Nd7 Nxf6+ Nxf6 Bxf6 gxf6 Rxf6 Re2 Rd6 Rf8 Rd7 Rf7 Rd8+ Kg7 Rd6 Ree7 g5 Rd7 Re6 Rfe7 Rf6 Rxd2 Kg4 Rxc2 Kf5 Rf2+ Kg4 Rxf6 gxf6+ Kxf6 a4 Re3 Kh5 Rxb3 Kh6 Nf8 Kh5 Rb4 Kh6 Rxa4 Kh5 Rb4 Kh6 a4,A00,Hungarian Opening,1
facMwkUo,TRUE,1.50408E+12,1.50408E+12,39,mate,white,10+0,piroz_xucestih,1304,taranga,1292,e3 e6 Qf3 Nf6 Nc3 Nc6 Nb5 a6 Nd4 Nxd4 exd4 c5 dxc5 Bxc5 Qg3 O-O b3 Qb6 Bb2 Bd6 f4 Re8 Bxf6 g6 h4 Qc5 h5 e5 hxg6 fxg6 Bc4+ Kf8 Rxh7 Qxg1+ Ke2 Qxa1 Bg7+ Ke7 Qg5#,A00,Van't Kruijs Opening,1
LyRqbD4d,FALSE,1.50374E+12,1.50374E+12,118,resign,black,7+2,blassterkal,1431,taranga,1289,e3 e5 d4 exd4 exd4 Nf6 Nf3 Nc6 Nc3 Bb4 a3 Ba5 Bb5 a6 Bxc6 dxc6 Qe2+ Be6 Bg5 O-O O-O-O h6 Bxf6 Qxf6 b4 Bb6 Ne5 Qg5+ Qd2 f6 Nd7 Bxd7 Qxg5 hxg5 d5 cxd5 Nxd5 Bc6 Nxb6 cxb6 f3 g4 fxg4 Bxg2 Rhg1 Bf3 Rd3 Be4 Re3 Rae8 Rge1 Bc6 Rxe8 Rxe8 Rxe8+ Bxe8 Kd2 Kh7 Ke3 Bd7 Kf4 Kg6 h4 a5 g5 fxg5+ hxg5 Bf5 c3 axb4 cxb4 Bb1 a4 Kf7 a5 bxa5 bxa5 Bd3 Ke5 Bb5 Kf4 Ba6 Kf5 g6+ Ke5 Ke7 Kf4 Ke6 Ke4 Kd6 Kd4 Kc6 Kc3 Kb5 Kb3 Kxa5 Ka3 Kb5 Kb3 Kc5 Kc3 Kd5 Kd2 Ke5 Ke3 Kf5 Kf3 Kxg5 Kg3 b5 Kf3 b4 Ke3 b3 Kd2 b2 Kc3 b1=Q,A40,Englund Gambit Declined |  Reversed French,3
O037dETy,FALSE,1.50374E+12,1.50374E+12,60,resign,black,7+2,taranga,1289,armourbuddy,1810,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 a6 Bc4 e6 Bf4 Nc6 Nxc6 bxc6 Kf1 Ne7 Ke2 d5 exd5 cxd5 Bb3 O-O Re1 a5 Nb5 Ba6 c4 dxc4 Bxc4 Qxd1+ Raxd1 Nf5 Kf1 Nd4 Nxd4 Bxc4+ Kg1 Bxa2 Nb5 Bd5 Nc7 Rad8 Nxd5 Rxd5 Bd6 Rxd1 Rxd1 Rd8 Kf1 Bf8 Ke1 Bxd6 Ra1 Rb8 Rxa5 Bb4+ Kd1 Bxa5,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5
GstYv2mJ,FALSE,1.5036E+12,1.5036E+12,28,mate,black,15+0,italiantranslator,1211,taranga,1280,h4 e5 a4 d5 b4 Nc6 b5 Na5 g4 a6 b6 cxb6 g5 b5 axb5 axb5 Nc3 f6 Nxb5 fxg5 Nd6+ Bxd6 hxg5 Qxg5 Bh3 Bxh3 Rxh3 Qxg1#,A00,Crab Opening,3
TTzZc8gW,TRUE,1.50294E+12,1.50294E+12,135,mate,white,10+0,harrygz,1590,dbschultz,1600,c4 e5 Nc3 Nf6 g3 Bc5 Bg2 O-O e3 a6 Nge2 c6 d4 exd4 exd4 Bb4 O-O d5 c5 Bg4 h3 Bh5 g4 Bg6 f4 Be4 Qb3 Bxg2 Kxg2 Ba5 Qxb7 Nbd7 Qxc6 Rc8 Qxa6 Bb4 a3 Nb8 Qd3 Ba5 b4 Bc7 g5 Ng4 Qf3 Nh2 Kxh2 g6 Nxd5 Nc6 Nf6+ Kg7 Qxc6 Bxf4+ Nxf4 Rxc6 d5 Rxf6 Bb2 Qe7 Bxf6+ Qxf6 gxf6+ Kxf6 d6 Ke5 Rfe1+ Kxf4 d7 Kf3 Rad1 Rd8 Re8 Rxd7 Rxd7 f5 Rd4 f4 Rxf4+ Kxf4 Re7 g5 Rxh7 Ke4 Rh5 Kd5 Rxg5+ Kc4 Rg4+ Kb3 Rg3+ Ka4 Rf3 Kb5 Rf6 Ka4 Rb6 Kxa3 Kg2 Kb3 Kf3 Kc4 Ke4 Kc3 c6 Kc4 c7 Kb3 b5 Kb4 Rc6 Kxb5 Rc1 Kb6 c8=N+ Kb7 Ne7 Kb6 Kd5 Kb7 Kd6 Kb6 Rb1+ Ka5 Kc6 Ka4 Kc5 Ka3 Kc4 Ka2 Rb8 Ka3 Ng6 Ka4 Ra8#,A22,English Opening: Carls-Bremen System,5
FhJcOzZW,FALSE,1.50344E+12,1.50344E+12,29,resign,black,30+0,thegrim123321,1384,jdominguez,1265,Nf3 d5 d3 e6 Nc3 Nc6 e4 Bb4 exd5 exd5 d4 Qe7+ Qe2 Nf6 Bd2 O-O a3 Bxc3 Bxc3 Ne4 g3 Bg4 Bg2 a6 O-O Rfe8 Rfe1 b5 Nd2,A06,Zukertort Opening: Old Indian Attack,3
kKFslhlg,FALSE,1.50344E+12,1.50344E+12,55,resign,black,2+10,thegrim123321,1384,sam7neeee,1950,Nf3 c5 g3 e6 Bg2 h5 e4 a6 d3 b5 e5 Bb7 Bg5 Qc7 Nbd2 Nc6 d4 Nxd4 Nxd4 Bxg2 Rg1 cxd4 Rxg2 Qxe5+ Qe2 Qxg5 Nf3 Qd5 Rd1 Bc5 a3 Ne7 b4 Bb6 g4 h4 h3 Ng6 g5 Nf4 Qe5 Nxg2+ Ke2 Qc4+ Kd2 Qc3+ Kc1 Qxf3 Qxg7 O-O-O Qxf7 Qxf7 Rxd4 Bxd4 g6,A04,Zukertort Opening: Sicilian Invitation,2
ejaSwZEr,TRUE,1.50311E+12,1.50311E+12,24,resign,white,6+7,thekingdomcome,1361,thegrim123321,1383,e3 d5 c4 e6 Nf3 Nf6 Qb3 b6 cxd5 exd5 Bb5+ Bd7 Bd3 Nc6 Qc2 g6 Bb5 Bg7 Bxc6 Bxc6 Qxc6+ Qd7 Qxa8+ Qd8,A00,Van't Kruijs Opening,1
3ZfA3gFa,TRUE,1.5031E+12,1.5031E+12,23,resign,white,15+15,rookreversal,1217,thegrim123321,1399,c4 e5 Nc3 Nf6 d4 Nc6 d5 Nd4 e3 Nf5 e4 Nd4 Nf3 Nxf3+ Qxf3 Bb4 Bd2 d6 h3 g5 Bxg5 Bxc3+ bxc3,A22,English Opening: King's English Variation |  Two Knights Variation,4
hfNJtVnd,TRUE,1.50265E+12,1.50265E+12,105,resign,white,9+2,thegrim123321,1336,an73r05,1287,Nf3 d5 g3 Bg4 Bg2 Bxf3 Bxf3 c6 d4 e6 e3 Nf6 Nc3 Bb4 Bd2 Ne4 Nxe4 dxe4 Bxe4 Bxd2+ Qxd2 Qb6 Qc3 Nd7 O-O Nf6 f3 Nxe4 fxe4 f6 b3 Rf8 Qc5 Qxc5 dxc5 Rd8 c4 Rd3 Rae1 e5 b4 g5 b5 cxb5 cxb5 h5 c6 bxc6 bxc6 Rc3 Rc1 Rxc1 Rxc1 Kf7 c7 Rc8 Kf2 g4 Ke2 Ke7 Kf2 Kd7 Kg2 Rxc7 Rxc7+ Kxc7 h3 gxh3+ Kxh3 Kd6 Kh4 a5 Kxh5 Kc5 Kg6 Kb4 Kxf6 a4 g4 Ka3 g5 Kxa2 g6 a3 g7 Kb2 g8=Q a2 Qb8+ Ka1 Qxe5+ Kb1 Qd4 a1=Q Qxa1+ Kxa1 e5 Kb2 e6 Kc2 e7 Kd2 e8=Q Ke2 Kf5,A07,King's Indian Attack: Keres Variation #2,4
ijtzfFex,FALSE,1.50301E+12,1.50301E+12,87,outoftime,white,10+0,eideral,1580,krishubhi,1555,c4 d5 cxd5 Qxd5 Nc3 Qd8 g3 c6 Bg2 e5 d3 Nf6 Nf3 Bb4 Nxe5 Bxc3+ bxc3 O-O Nf3 Bg4 O-O h5 Ne5 Bf5 Bf4 Nbd7 Qb3 Nc5 Qb4 Ne6 Qxb7 Nxf4 gxf4 Rb8 Qxc6 Rc8 Qa4 Rxc3 Rac1 Rxc1 Rxc1 Bd7 Nxd7 Nxd7 Qxa7 Qe7 Rc7 Rd8 Bh3 Qxe2 Rxd7 Qe1+ Bf1 Re8 Rxf7 Qa1 d4 Qxa2 Rxg7+ Kf8 Qxa2 Kxg7 Qd5 Kf8 Qf5+ Ke7 Qe5+ Kd8 Qb8+ Ke7 Qb4+ Kf6 d5 Rg8+ Kh1 h4 d6 Rd8 Qd4+ Ke6 Bh3+ Kf7 Qa7+ Kf6 Qe7+ Kg6 f5+,A10,English Opening: Anglo-Scandinavian Defense,2
