id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
wLCl9YNn,TRUE,1.50273E+12,1.50273E+12,35,mate,white,5+5,fischerdipper,1721,koljan,1736,c4 Nf6 d4 g6 Nc3 Bg7 Nf3 O-O Bf4 d6 e3 Nh5 Bg5 h6 Bh4 g5 Bg3 Nxg3 hxg3 Nd7 Bd3 c5 Bc2 cxd4 Nxd4 e5 Qd3 Nf6 Nf5 Bxf5 Qxf5 Qc8 Qd3 Ne8 Qh7#,E61,King's Indian Defense,6
FGUuHBIN,TRUE,1.50411E+12,1.50411E+12,133,mate,white,10+0,roman12342005,1954,aldairrodriguez,1578,e4 g6 d4 Bg7 c4 d6 Nc3 Nf6 Nf3 O-O h3 Nbd7 Be2 c5 d5 Ne8 Be3 Nc7 Qd2 Ne5 Nxe5 Bxe5 Bh6 Bg7 Bxg7 Kxg7 f4 f5 e5 dxe5 fxe5 e6 d6 Ne8 O-O-O b6 d7 Bxd7 Qxd7+ Qxd7 Rxd7+ Rf7 Rhd1 Rxd7 Rxd7+ Kg8 Nb5 Ng7 Rxa7 Rxa7 Nxa7 Ne8 Nc6 Kg7 Nd8 Nc7 Bf3 Kf8 Nb7 Ke7 Nd6 Kd7 Kd2 Ke7 a3 Kd7 b4 cxb4 axb4 Kd8 Kc3 Kd7 Kd4 g5 c5 bxc5+ Kxc5 Na6+ Kb6 Nc7 Bc6+ Kd8 Nf7+ Kc8 Bb7+ Kd7 Nxg5 Nd5+ Bxd5 exd5 Nxh7 d4 Ng5 d3 Nf3 Ke6 Ka7 Kd5 b5 Kc5 b6 Kc4 b7 Kc3 b8=Q d2 Nxd2 Kxd2 e6 Ke2 e7 Kf2 e8=Q Kxg2 Qg6+ Kf3 Qxf5+ Kg2 Qb2+ Kg3 Qd3+ Kh4 Qb4+ Kg5 Qd5+ Kf6 Qb6+ Ke7 Qdb7+ Ke8 Qe6+ Kd8 Qed7#,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
drftECef,TRUE,1.50197E+12,1.50197E+12,29,resign,white,10+0,chesscarl,2300,grosschess,2041,d4 Nf6 c4 e6 Nc3 d5 Nf3 Bb4 Bg5 Nbd7 cxd5 exd5 e3 h6 Bh4 O-O Bd3 b6 O-O Bb7 Ne5 Bxc3 bxc3 Qe8 Nxd7 Nxd7 Qg4 Qe6 Bf5,E20,Nimzo-Indian Defense: Ragozin Variation,8
h8sFveY6,TRUE,1.5018E+12,1.5018E+12,41,resign,white,10+0,chesscarl,2263,wevertonsoares,2006,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O Qd3 d5 Bg5 h6 Bxf6 Qxf6 O-O-O Rd8 Kb1 dxc4 Qxc4 Bxc3 Qxc3 c5 Qxc5 Nc6 e4 Bd7 Bd3 Rac8 e5 Qf4 Rhe1 Qg4 Rg1 b6 Qa3 a5 h3 Qh5 g4 Qxh3 Bf1,E21,Nimzo-Indian Defense: Three Knights Variation,7
M0iO8NeI,TRUE,1.5018E+12,1.5018E+12,34,resign,black,10+0,klemi,1796,chesscarl,2235,d4 Nf6 c4 e6 a3 d5 Nc3 Be7 Bg5 O-O Bxf6 Bxf6 e3 c5 cxd5 cxd4 exd4 exd5 g3 Re8+ Nge2 Nc6 Qd3 Nxd4 O-O-O Bf5 Qxf5 Nxf5 Rxd5 Nd6 Nb5 Bxb2+ Kxb2 Nc4+,E00,Indian Game: East Indian Defense,4
ynfbOFga,TRUE,1.50068E+12,1.50068E+12,57,resign,white,10+5,chesscarl,2150,ratnikmora,1915,d4 Nf6 c4 g6 Nc3 Bg7 Nf3 d6 h3 Nbd7 Bf4 O-O e3 c6 Be2 Re8 O-O e5 dxe5 dxe5 Nxe5 Nh5 Bxh5 Nxe5 Be2 Be6 Qb3 Qb6 Rfc1 Rad8 Ne4 f5 Nc3 Nd3 Bxd3 Rxd3 Qc2 Red8 Bg5 Rd2 Bxd8 Qxd8 Rd1 Rxd1+ Rxd1 Qb6 b3 Qb4 Ne2 a5 Nf4 Bf7 Rd8+ Bf8 Rd7 g5 Qxf5,E61,King's Indian Defense,6
MXV6B40A,TRUE,1.50066E+12,1.50066E+12,52,resign,white,10+5,chesscarl,2082,gfinch,1500,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 O-O Qd3 Bxc3+ Qxc3 c5 dxc5 Nc6 Bg5 Ne4 Bxd8 Nxc3 Bc7 Ne4 Nd2 Nxd2 Kxd2 d5 cxd6 Ne5 e3 Ng4 f3 Nf6 Bd3 Bd7 Rac1 Ne8 Ba5 b6 Bc3 a5 Bd4 Rb8 b3 Nxd6 c5 bxc5 Bxc5 Bb5 Bxd6 Bxd3 Bxf8 Rd8 Be7 Rd7,E21,Nimzo-Indian Defense: Three Knights Variation,7
GUt4BWYv,TRUE,1.50095E+12,1.50095E+12,60,resign,black,15+0,starfire777,1906,rfqjr,1834,Nf3 Nf6 c4 b6 g3 Bb7 Bg2 e6 O-O Be7 d4 d5 Nc3 dxc4 Qa4+ Nbd7 Qxc4 O-O Bf4 c5 Nb5 Ba6 a4 Nd5 Bd2 cxd4 Nfxd4 Rc8 Qa2 Nc5 Nxa7 Bf6 Ndc6 Qd7 Nxc8 Rxc8 Nb4 Bxe2 Rfe1 Bh5 Nxd5 exd5 Be3 d4 Bd2 Nd3 Rf1 Bg4 f3 Be6 Qb1 Bf5 Qa2 Rc2 Bc1 Bh3 Bh1 Bxf1 Kxf1 Qh3+,E17,Queen's Indian Defense: Classical Variation,11
FBDzyVF9,TRUE,1.50419E+12,1.50419E+12,34,resign,black,10+0,blazingheart,1387,wiggleitjiggleit,1457,c4 g6 d4 Bg7 e4 d6 Nf3 Nf6 Nc3 c6 e5 dxe5 Nxe5 O-O Bf4 Nbd7 d5 Nxe5 Bxe5 cxd5 Nxd5 Nxd5 Bxg7 Kxg7 Qd4+ Kg8 Rd1 Qa5+ Ke2 Nf6 f4 Bg4+ Kf2 Rad8,E90,King's Indian Defense: Normal Variation |  Rare Defenses,9
C1JCoZAG,TRUE,1.50002E+12,1.50002E+12,91,draw,draw,5+5,amir2002zzz,2474,vovaches,2477,d4 Nf6 c4 e6 Nc3 Bb4 Bg5 O-O Qc2 d6 e3 h6 Bxf6 Qxf6 Nf3 e5 Bd3 exd4 Nxd4 Nc6 Nxc6 Bxc3+ Qxc3 Qxc3+ bxc3 bxc6 O-O Rb8 Rab1 Be6 Rb3 c5 Ra3 Rb7 Be4 Rb2 Rxa7 Bxc4 Rb1 Rxb1+ Bxb1 Rb8 Bc2 g6 g3 Rb2 Bb3 Bxb3 axb3 Rxb3 Rxc7 Rxc3 Kf1 Kg7 Rd7 Rd3 Ke2 Rd5 h4 Kf6 g4 Ke6 Rc7 Re5 Kd3 f5 g5 hxg5 hxg5 Kd5 Rg7 Re6 Rg8 Ke5 Rc8 f4 e4 Re7 f3 Ke6 Rf8 Rf7 Re8+ Re7 Rf8 Ke5 Kc4 Re6 Rh8 Re7 Rg8,E30,Nimzo-Indian Defense: Leningrad Variation,7
lVByKtnM,TRUE,1.50002E+12,1.50002E+12,48,mate,black,8+0,jogandochess,1973,amir2002zzz,2462,d4 d5 c4 e6 Nf3 Nf6 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6 e3 c5 dxc5 Bxc3+ bxc3 Qxc3+ Nd2 Na6 Rc1 Qa5 cxd5 Nxc5 dxe6 Bxe6 Be2 Ne4 Bf3 Nxd2 Qxd2 Qxd2+ Kxd2 Rd8+ Kc3 b6 Bc6+ Ke7 a4 Rc8 Kb4 Rhd8 Bb5 a5+ Ka3 Rd2 Rxc8 Ra2#,E20,Nimzo-Indian Defense: Ragozin Variation,8
bo6KptgN,TRUE,1.49995E+12,1.49995E+12,65,resign,white,5+5,amir2002zzz,2409,onlyprogress,2182,d4 Nf6 c4 g6 Nc3 Bg7 Bg5 O-O Bxf6 Bxf6 e4 d6 h3 c5 d5 Qa5 Qc2 a6 Ne2 b5 Nc1 Bxc3+ bxc3 Nd7 a4 bxc4 Bxc4 Ne5 Nb3 Qc7 Be2 f5 f4 Nf7 Bc4 fxe4 Qxe4 Bf5 Qe2 Rab8 g4 Bc8 O-O Nd8 a5 e5 dxe6 Qe7 Rae1 Rf6 f5 h5 g5 Rxf5 Rxf5 gxf5 Qxh5 Bxe6 Qg6+ Kf8 Bxe6 Nxe6 Rxe6 Qf7 Rf6,E61,King's Indian Defense,6
DRU2XG6w,FALSE,1.49918E+12,1.49918E+12,100,mate,black,9+0,supermancito,1961,christina-a-11,2215,c4 Nf6 d4 e6 Nc3 Bb4 e3 c5 Bd3 d5 Nf3 O-O O-O Nc6 a3 Bxc3 bxc3 dxc4 Bxc4 b6 dxc5 Na5 Bd3 Bb7 cxb6 axb6 Bb2 Nb3 Rb1 Nc5 Bc2 Be4 Nd4 e5 Bxe4 Nfxe4 f3 Nd6 Nc6 Qc7 Nxe5 Rfd8 Qe2 Na4 Rfd1 f6 Ng4 b5 Ba1 Nb6 e4 Rxa3 Ne3 Ndc4 Rxd8+ Qxd8 Nf5 Nd2 Rd1 Nbc4 Nd4 Ra2 Qe1 Qa5 Kh1 Qa4 Ne2 Ne3 Rc1 Nb3 Rb1 Nxa1 Nf4 Nac2 Qd2 Qa8 Qd7 h6 Ne6 Ra7 Qxb5 Na3 Qb3 Kh7 Rg1 Nac4 Qb1 Ra2 Nc7 Qa7 Nb5 Qa5 e5+ f5 g4 Nd2 Qd3 Nxf3 gxf5 Rxh2#,E59,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,19
1tXeLMK6,TRUE,1.49918E+12,1.49918E+12,65,resign,black,10+0,mouhieddine,1803,christina-a-11,2215,d4 Nf6 c4 e6 Nf3 b6 e3 Be7 Bd3 d5 cxd5 exd5 O-O O-O Nc3 Bb7 a3 c5 Re1 Nbd7 Rb1 Re8 Bd2 Ne4 Bxe4 dxe4 Ne5 Nxe5 dxe5 Bg5 Bc1 Rxe5 b3 Qf6 Bb2 Qf5 Qd2 Rd8 Qe2 Rd3 Rbd1 Re8 Rd2 Red8 Red1 Bf6 Rxd3 exd3 Qe1 Qe6 b4 Qb3 Qd2 cxb4 axb4 Qxb4 Ra1 a5 Ra4 Bxc3 Qxc3 Qxc3 Bxc3 d2 Bxd2,E14,Queen's Indian Defense: Spassky System,7
ZACSaRzi,TRUE,1.49918E+12,1.49918E+12,26,resign,black,10+0,mouhieddine,1807,christina-a-11,2205,d4 Nf6 c4 e6 e3 d5 Nd2 c5 b3 cxd4 exd4 Bb4 a3 Bc3 Rb1 Nc6 Nf3 Nxd4 Nxd4 Bxd4 Bb2 Bxb2 Rxb2 Qd6 b4 Qe5+,E00,Indian Game: East Indian Defense,4
w5In6nw7,TRUE,1.49917E+12,1.49917E+12,54,resign,black,15+2,elysiantri,2189,christina-a-11,2167,d4 Nf6 c4 e6 Nc3 Bb4 Bf4 d5 e3 c5 h3 Nc6 Nf3 Qa5 Qb3 dxc4 Qxc4 Nd5 Rc1 cxd4 Nxd4 Nxd4 Qxd4 O-O Bc4 Rd8 Bxd5 Rxd5 Qc4 Rc5 Qb3 e5 Bg3 Be6 Qc2 Qxa2 O-O Bxc3 bxc3 Qxc2 Rxc2 a5 f4 a4 fxe5 b5 Rcc1 a3 e4 a2 Bf2 Rc4 Bd4 b4,E20,Nimzo-Indian Defense,6
ZSUzhRPE,FALSE,1.50428E+12,1.50428E+12,55,outoftime,white,10+0,chess-brahs,1950,ya_boy_agent,2212,Nh3 e5 g3 Nf6 Bg2 d5 O-O h6 f4 e4 e3 Bg4 Qe1 Qd7 Nf2 Be6 Nc3 h5 d4 h4 Nh1 Bb4 gxh4 Bxc3 bxc3 Nc6 Ng3 Na5 f5 Rxh4 fxe6 fxe6 Nf5 Rg4 Ng3 O-O-O Rb1 Rh8 Qf2 Nc4 h3 Rg6 Qf4 Qc6 Rf2 Qa6 Bd2 Qxa2 Rbf1 Qxc2 Bc1 Qxc3 Nf5 Kd7 Nxg7,E00,Amar Opening,1
xHL05fIw,FALSE,1.50068E+12,1.50068E+12,39,resign,white,15+15,toutou1965,1780,mrphaseolusvulgaris,1712,d4 d5 c4 e6 Nc3 Nf6 Nf3 Bb4 a3 Bxc3+ bxc3 Nc6 e3 h6 a4 a5 Ba3 Ne4 Qc2 b6 cxd5 exd5 Bd3 Nd6 O-O O-O Rfe1 Re8 Bxd6 Qxd6 e4 f6 Nd2 Bb7 exd5 Qxd5 Bc4 Nb4 Bxd5+,E20,Nimzo-Indian Defense: Ragozin Variation,8
UqXGYbEO,TRUE,1.5032E+12,1.50321E+12,95,mate,white,10+0,everybodylovesjesus,2116,bpd152,2252,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 d5 Bd2 Bxc3 bxc3 O-O e3 Nc6 Nf3 Qd6 cxd5 exd5 c4 Bg4 c5 Qe7 Be2 Bxf3 Bxf3 Nxd4 Qc3 Nxf3+ gxf3 Rfe8 Qd4 Qd7 Rg1 Qf5 f4 c6 Bc3 Re6 O-O-O Qh3 Rg3 Qxh2 Rdg1 Ne8 Rxg7+ Kf8 Rg8+ Ke7 R8g2 Qh4 Kc2 Re4 Qd3 Nc7 Rb1 Qh3 Rg3 Qc8 f3 Rc4 Kd2 Nb5 Bb2 Rxc5 Qxh7 Nd6 Ke2 Qf5 Qxf5 Nxf5 Rg5 Ke6 Bd4 Rc4 Rxb7 Nxd4+ exd4 Rxd4 Re5+ Kf6 Ke3 Ra4 Ree7 Kg6 Rxf7 Re8+ Kf2 Rxa2+ Kg3 d4 f5+ Kg5 f4+ Kh5 Rh7#,E34,Nimzo-Indian Defense: Classical Variation |  Noa Variation,8
DuU01NgO,TRUE,1.49727E+12,1.49727E+12,51,resign,white,10+0,s-a,1907,bogdanoff,1946,e4 g6 d4 Bg7 c4 d6 Nc3 Nf6 Bd3 O-O Nf3 e6 h3 b6 Be3 Bb7 Qd2 Nc6 Bh6 Ne7 Bxg7 Kxg7 d5 e5 O-O-O h6 g4 g5 Rdg1 Ng6 h4 Nh7 hxg5 hxg5 Ne2 Nf4 Nxf4 exf4 e5 dxe5 Rxh7+ Kg8 Rgh1 c6 Qc3 f6 Nxe5 fxe5 Qxe5 Qf6 Rh8+,E77,King's Indian Defense: Six Pawns Attack,8
WY6U80PE,TRUE,1.48759E+12,1.48759E+12,69,resign,white,15+0,kaushik007,1604,ravinkumar,1446,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 h3 Nc6 Bd3 O-O Nf3 Nd7 Bf4 e5 Bg3 exd4 O-O dxc3 bxc3 Bxc3 Rc1 Bb2 Rc2 Be5 Bh4 Qe8 Nxe5 Ncxe5 f4 Nxd3 Qd2 Qxe4 Rc3 N7c5 Rxd3 Nxd3 Bf6 Bxh3 gxh3 Nc5 f5 Qxc4 Qh6 Ne6 fxe6 Qc5+ Rf2 Qc1+ Qxc1 fxe6 Qh6 Rf7 Bd4 Rxf2 Bxf2 Rf8 Bxa7 c5 Qd2 Rf3 Qxd6 Rxh3 Qxe6+ Kg7 Qxh3 c4 Qc3+,E71,King's Indian Defense: Makogonov Variation,9
LdMUysoy,FALSE,1.50414E+12,1.50415E+12,98,resign,black,15+15,canexd,1104,irietk,910,c4 g6 Nc3 Bg7 d4 Nf6 e3 b6 Nf3 Bb7 d5 d6 Bd3 c6 Qa4 O-O O-O cxd5 cxd5 Nxd5 Nxd5 Bxd5 Nd4 e5 Nf3 Bxf3 gxf3 Nd7 e4 Nf6 Kh1 a5 Bg5 Rc8 Rg1 Rc5 Qb3 Qb8 Qd1 d5 Be3 d4 Bg5 Rfc8 f4 b5 fxe5 Qxe5 Qf3 R8c6 Bf4 Qe6 e5 Nd5 Rae1 Nxf4 Re4 Nxd3 Qxd3 Rc1 Qxb5 Rxg1+ Kxg1 Rc1+ Kg2 Rc2 Rxd4 Bxe5 Re4 f6 Qb7 Rd2 Qa8+ Kf7 Rh4 h5 Qb7+ Rd7 Qf3 Qd5 Re4 f5 Rxe5 Qxe5 Qb3+ Qd5+ Qxd5+ Rxd5 Kf1 Rd2 Ke1 Rxb2 Kf1 Rxa2 Kg2 Rb2 Kf3 a4,E61,King's Indian Defense,6
nl3VVbHD,FALSE,1.50187E+12,1.50187E+12,63,mate,white,15+15,canexd,1104,nathanielwalpole,1017,c4 Nf6 d4 e6 Bg5 c6 c5 b6 Nc3 bxc5 dxc5 Bxc5 a3 h6 Bd2 d5 e3 Ne4 Nge2 Nxd2 Qxd2 e5 b4 Bd6 Rc1 c5 Nxd5 Bb7 Ng3 Bxd5 Qxd5 Nc6 Qxc6+ Ke7 Nf5+ Ke6 Bd3 Rc8 Qb7 Rc7 Qb5 cxb4 Qa5 Rxc1+ Kd2 Rxh1 Nd4+ Ke7 Nc6+ Kd7 Nxd8 Rxd8 Qxa7+ Ke6 e4 Ra1 Bc4+ Kf6 Qxf7+ Kg5 Qf5+ Kh4 g3#,E00,Indian Game: Seirawan Attack,5
k0bEYQeZ,TRUE,1.49676E+12,1.49677E+12,115,mate,white,15+15,basilou,1445,trrrrillionaire,1407,d4 Nf6 c4 g6 Nc3 d6 e4 Nbd7 Nge2 e5 d5 Bg7 Bg5 h6 Be3 O-O Qd2 Ng4 O-O-O Nxe3 Qxe3 a5 g4 Nc5 h4 Bxg4 f3 Bd7 h5 Bf6 Qg1 g5 f4 exf4 Nxf4 Bxc3 bxc3 Nxe4 Rd3 Qf6 Rf3 Nxc3 Qg3 Ne4 Qg2 Qa1+ Kc2 Ba4+ Kd3 Nc5+ Ke2 Qxa2+ Ke3 Rfe8+ Kd4 Re4+ Kc3 Rxc4+ Bxc4 Qxg2 Nxg2 Ne4+ Kd4 g4 Ra3 Bc2 Ra2 Nf2 Rf1 g3 Rxc2 Re8 Re2 Ra8 Rfe1 Kf8 Re3 a4 Rxg3 a3 Rf3 a2 Ra1 Ra4 Rxf2 c5+ Kc3 Ra3+ Kb2 Ra4 Bxa2 b5 Raf1 Ra7 Bb1 c4 Bg6 b4 Rxf7+ Rxf7 Rxf7+ Kg8 Nf4 c3+ Kb3 c2 Kxc2 b3+ Kxb3 Kh8 Ra7 Kg8 Ne6 Kh8 Ra8#,E61,King's Indian Defense: 3.Nc3,5
