id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
lKYmVLZt,TRUE,1.50378E+12,1.50378E+12,37,resign,white,15+15,sabayossi,1433,sassou,1282,e4 Nf6 d3 e5 a3 d5 exd5 Nxd5 c4 Nf4 g3 Ne6 Nf3 b6 Be3 Bb7 Bg2 e4 dxe4 Qxd1+ Kxd1 Bxe4 Nc3 Bxf3+ Bxf3 c6 Ke2 Nd7 Rhd1 Be7 Kf1 Bc5 Bxc5 Ndxc5 Bxc6+ Ke7 Nd5+,B02,Alekhine Defense: Maroczy Variation,3
ahwTovI0,TRUE,1.50342E+12,1.50342E+12,37,resign,black,15+15,laeufer26,1228,sassou,1266,e4 Nf6 e5 Nd5 c4 Nb6 c5 Nd5 d4 d6 Bc4 e6 Nf3 Be7 Qa4+ Bd7 Bb5 c6 Bc4 b5 Qc2 bxc4 exd6 Bf6 Qxc4 O-O O-O Bc8 Re1 Ba6 Qa4 Bb5 Qc2 Nb4 Qe2 Bxe2 Rxe2,B02,Alekhine Defense: Two Pawn Attack |  Lasker Variation,7
fgK91ojo,TRUE,1.50342E+12,1.50342E+12,24,resign,black,15+15,sassou,1273,popsun,1409,e4 c6 d4 d5 exd5 Qa5+ Bd2 Qxd5 Be3 Bf5 Nc3 Qa5 Bc4 Be4 Nf3 Bxf3 gxf3 Nf6 O-O e6 Qe1 Bb4 Ne4 Bxe1,B13,Caro-Kann Defense: Exchange Variation,5
TRpFAEWd,TRUE,1.50316E+12,1.50316E+12,47,mate,white,15+15,sassou,1263,marktop1,1336,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Qe2 Nbd7 f3 e6 f4 Qa5+ Bd2 Qh5 Qxh5 Nxh5 Be2 Nxf4 Bxf4 e5 Ne6 exf4 Nc7+ Kd8 Nxa8 Nf6 O-O Bd7 Rxf4 Kc8 e5 dxe5 Rc4+ Bc6 Bf3 e4 Be2 Kb8 Nc3 Kxa8 h3 e3 Bf3 Bxf3 Rc8#,B57,Sicilian Defense: Modern Variations |  Main Line,8
G9xaiPFl,TRUE,1.50314E+12,1.50314E+12,39,mate,white,15+15,sassou,1248,shobik24,1253,e4 h5 d4 d5 exd5 Qxd5 g4 Bxg4 f3 Bxf3 Nxf3 Qe4+ Be2 f6 Nc3 Qe6 d5 Qb6 Na4 Qa5+ Nc3 e5 dxe6 g5 Bd2 Qb6 Bc4 Qxb2 Nd5 c6 Nc7+ Ke7 O-O b5 Bb3 h4 Bb4+ c5 Bxc5#,B00,Goldsmith Defense,2
X4QqWp8Q,TRUE,1.50313E+12,1.50313E+12,2,resign,black,15+15,pune123,1443,sassou,1204,e4 Nf6,B02,Alekhine Defense,2
hkMNenrh,TRUE,1.50308E+12,1.50308E+12,11,resign,white,15+15,goodolddaystr,1325,sassou,1234,e4 Nf6 f3 e5 c3 Be7 d4 exd4 cxd4 c5 d5,B02,Alekhine Defense,2
jrmlULM0,TRUE,1.50306E+12,1.50306E+12,72,mate,black,15+15,gonzalogp98,1212,sassou,1221,e4 Nf6 e5 Nd5 Nc3 Nxc3 bxc3 d6 f4 dxe5 fxe5 Qd5 Nf3 Qe4+ Be2 f5 d4 Nc6 O-O e6 a4 Be7 Ba3 Qe3+ Kh1 Qxc3 Bxe7 Nxe7 Qd3 Qxd3 Bxd3 O-O c3 Ng6 Bc4 Bd7 Rab1 Bc6 Bxe6+ Kh8 Bxf5 Rxf5 c4 Bxa4 Rxb7 Bc6 Rxc7 Bxf3 gxf3 Nf4 Rb1 Ne6 Re7 Nxd4 Rbb7 h5 e6 Raf8 Rxg7 Nxe6 Rh7+ Kg8 c5 Rxf3 c6 Rf1+ Kg2 R8f2+ Kg3 Rf3+ Kg2 Nf4#,B02,Alekhine Defense: Saemisch Attack,5
MgL176RS,TRUE,1.50305E+12,1.50305E+12,32,resign,black,30+0,quent0,1422,sassou,1210,e4 Nf6 e5 Nd5 c4 Nb6 d4 d6 Bf4 dxe5 Bxe5 Be6 d5 Bd7 Nc3 e6 Qh5 g6 Qf3 Rg8 Bf6 Be7 dxe6 Bxe6 Qxb7 N8d7 Bxe7 Qxe7 O-O-O Nc5 Nb5 Nxb7,B02,Alekhine Defense: Two Pawn Attack,5
GT8TdRlm,TRUE,1.50305E+12,1.50305E+12,85,mate,white,15+15,sassou,1212,shazzam9999,1212,e4 g6 d4 h5 Bc4 e6 Bf4 d5 exd5 exd5 Bb3 Bb4+ c3 Bg4 f3 Qh4+ g3 Qe7+ Qe2 Bxf3 Nxf3 Ba5 Bxd5 c6 Qxe7+ Kxe7 Be4 b5 O-O Nf6 Be5 Nxe4 Bxh8 Nxc3 bxc3 Nd7 Re1+ Kd6 Be5+ Nxe5 dxe5+ Ke6 Nd4+ Kd5 e6 f5 e7 Re8 Ne6 Bb6+ Kg2 Rxe7 Nf4+ Kd6 Rxe7 Kxe7 Nxg6+ Ke6 Nd2 a5 Re1+ Kf6 Ne5 b4 cxb4 axb4 Nxc6 Kg5 Nxb4 Ba5 h4+ Kg4 a3 Bc7 Nf1 Bd8 Nc6 Bf6 a4 Bc3 Rc1 Bb2 Rc2 Bf6 Ne3#,B06,Modern Defense,2
2P2u5f63,TRUE,1.50305E+12,1.50305E+12,50,resign,black,15+15,sassou,1228,chessn00b47,1343,e4 d5 exd5 Nf6 c4 c6 dxc6 Nxc6 d4 Qxd4 Be2 e5 Nc3 Be6 Be3 Qxd1+ Rxd1 Bb4 a3 Bxc3+ bxc3 Ne4 Bf3 Nxc3 Rc1 e4 Bh5 g6 Bd1 Nxd1 Rxd1 Bxc4 Rc1 Bd5 Rd1 O-O-O Ne2 Bc4 Rc1 Ne5 Bxa7 Nd3+ Kf1 Nxc1 f4 Rd1+ Kf2 Rxh1 Nxc1 Rxc1,B01,Scandinavian Defense: Panov Transfer,6
xwl41jna,TRUE,1.50395E+12,1.50395E+12,65,outoftime,white,7+2,isachess,1852,roshan_ie,1852,e4 c5 Nf3 Nc6 Bb5 a6 Be2 d6 O-O Nf6 Nc3 e5 Re1 Nd4 Bf1 Bg4 Be2 Nxe2+ Qxe2 Be7 d3 O-O Bg5 Nd7 Bd2 Nb8 Nd5 Nc6 Nxe7+ Qxe7 Qe3 Bxf3 Qxf3 Nd4 Qd1 f5 c3 Nc6 exf5 Rxf5 Re3 Raf8 Qb3+ Kh8 Rf1 b5 Qd5 Nd8 d4 Qb7 Qxd6 exd4 cxd4 cxd4 Qxd4 Qf7 Rg3 Ne6 Qg4 Kg8 Bc3 Rxf2 Rf3 Rxf1+ Kxf1,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
vfnLULoh,TRUE,1.50369E+12,1.50369E+12,125,resign,white,15+0,isachess,1851,sergej1956,1918,e4 c5 Nf3 g6 Nc3 Bg7 Bb5 a6 Be2 Nc6 O-O b5 a3 Bb7 d3 Nd4 Re1 Nxe2+ Qxe2 d6 Rb1 Nh6 e5 O-O exd6 exd6 Bf4 Nf5 Ne4 Re8 Qd1 Bxe4 dxe4 Nd4 c3 Nxf3+ Qxf3 Be5 Rbd1 Qf6 Bxe5 Qxf3 gxf3 dxe5 Rd5 c4 Kf1 Kg7 Ke2 Kf6 Ke3 Red8 Red1 Rxd5 Rxd5 Ke6 f4 exf4+ Kxf4 f5 Re5+ Kf6 exf5 g5+ Ke4 Rd8 Re6+ Kf7 Rxa6 Rd2 Ra7+ Kf6 Rxh7 Rxf2 Rh6+ Kf7 h4 gxh4 Rxh4 Rxb2 Rh7+ Kf6 Rh6+ Kf7 Rb6 Rb3 Kd4 Rxa3 Rxb5 Kf6 Kxc4 Ra4+ Kb3 Rf4 Rb8 Ke7 Rb5 Kf6 c4 Rf3+ Kb4 Rf4 Rd5 Rf1 Kb5 Rb1+ Kc6 Rc1 c5 Ke7 Rd6 Rb1 f6+ Kf7 Kc7 Rc1 c6 Rb1 Kd7 Ra1 c7 Ra7 Kd8 Ra8+ c8=Q,B27,Sicilian Defense: Hyperaccelerated Dragon,4
cqrATt9o,TRUE,1.50362E+12,1.50362E+12,41,mate,white,10+0,juncinmestrella,1910,isachess,1862,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Be3 Be7 h3 Bd7 a3 Nc6 Qd2 Rc8 Ba2 O-O O-O Nxd4 Bxd4 Qa5 Bxf6 gxf6 Qh6 Rxc3 bxc3 Qxc3 Bb3 Bc6 Rae1 Kh8 Re3 Qe5 Rg3 Bxe4 Qg7#,B90,Sicilian Defense: Najdorf |  Lipnitsky Attack,11
vQ1psjxd,TRUE,1.5036E+12,1.5036E+12,70,resign,black,15+5,tohaimr7,1860,isachess,1840,e4 c5 Nf3 d6 c3 Nf6 d3 Bg4 Be2 Nc6 a3 e6 h3 Bh5 Nbd2 Be7 O-O O-O Qb3 Qc7 Qc2 d5 exd5 Nxd5 Ne4 Rfd8 Re1 Nf4 Bxf4 Qxf4 Nh2 Bxe2 Qxe2 Ne5 Rad1 Rac8 g3 Qf5 Kg2 c4 d4 Nd3 Rf1 Qg6 f4 f5 Nf2 Nxf4+ Kf3 Nxe2 Kxe2 Qxg3 Nf3 Bf6 Rg1 Qc7 h4 Qb6 Rd2 e5 dxe5 Rxd2+ Nxd2 Bxe5 Nf3 Re8 Kf1 Qxb2 Nxe5 Rxe5,B50,Sicilian Defense: Delayed Alapin,5
k1qV5HHz,TRUE,1.50355E+12,1.50355E+12,34,resign,white,25+25,zpectral-chess,1828,isachess,1848,e4 c5 Nf3 d6 Bb5+ Nc6 c4 a6 Ba4 Bd7 Nc3 Nf6 O-O e6 d4 cxd4 Nxd4 Be7 Be3 O-O Bc2 Qc7 f4 Rfd8 Qf3 Bf8 Nde2 Nb4 Rac1 Qxc4 Bb3 Qxe4 Nxe4 Nxe4,B51,Sicilian Defense: Canal-Sokolsky Attack,5
BoDJGVyk,TRUE,1.50345E+12,1.50345E+12,107,resign,white,10+10,jadesummer,1885,isachess,1856,e4 c5 Nf3 d6 Nc3 a6 a3 Nf6 Bc4 e6 d3 Nc6 Ba2 Be7 h3 Bd7 Ng5 Qc7 Bd2 Nd4 Nf3 Nb5 g4 Nxc3 Bxc3 h6 Nd2 d5 exd5 exd5 Bxf6 Bxf6 Qe2+ Kd8 O-O-O Bc6 Rhe1 Qf4 Qe3 Qxe3 Rxe3 Kc7 Rde1 Kd6 f4 Rae8 Rxe8 Rxe8 Rxe8 Bxe8 Nf3 b5 c3 c4 dxc4 dxc4 Kd2 Bc6 Nd4 Bxd4 cxd4 Bg2 h4 Bf3 g5 hxg5 hxg5 f6 Ke3 Bg2 gxf6 gxf6 Bb1 Kd5 Bf5 Bf1 Be4+ Kd6 Kf2 Bd3 Bxd3 cxd3 Ke3 f5 Kxd3 Kd5 b3 a5 Ke3 b4 axb4 axb4 Kd3 Kc6 Kc4 Kb6 Kxb4 Kc6 Kc4 Kd6 b4 Kc6 b5+ Kd6 d5 Kc7 Kc5,B50,Sicilian Defense,4
GLC4oNZR,FALSE,1.50344E+12,1.50344E+12,34,resign,black,20+5,isachess,1847,homayoni,1856,e4 c6 Nf3 d5 Nc3 Bg4 d4 e6 h3 Bh5 exd5 cxd5 Bf4 Bd6 Ne5 Bxd1 Bb5+ Nc6 Nxc6 bxc6 Bxc6+ Ke7 Bxd6+ Kxd6 Bxa8 Qxa8 Rxd1 Qb7 b3 Qb4 Rd3 Nf6 O-O Rc8,B11,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation,6
3eLsB99C,TRUE,1.50342E+12,1.50343E+12,100,outoftime,black,15+0,demetrio50,1840,isachess,1837,e4 c5 c3 d6 Bc4 Nf6 d3 a6 a4 e6 Bg5 Be7 Bxf6 Bxf6 f4 Nc6 Nf3 Bd7 Nbd2 Qe7 O-O O-O g3 g6 e5 dxe5 fxe5 Nxe5 Nxe5 Bxe5 Qf3 Bc6 Qe3 Bg7 Nb3 b6 Nd2 Qd7 Nf3 Bxa4 Ne5 Bxe5 Qxe5 Bb5 b3 Bxc4 dxc4 Qc6 Qf6 a5 h4 h5 Qg5 Qe4 Rae1 Qd3 Rc1 Rad8 Kg2 Qd2+ Rf2 Qxg5 hxg5 Rd3 Rf3 Rfd8 Rcf1 Rxf3 Rxf3 Rd2+ Kh3 Rb2 g4 hxg4+ Kxg4 Rxb3 Kf4 Kf8 Ke5 Ke7 Rd3 Rb2 Rg3 Re2+ Kf4 Rf2+ Ke3 Rf5 Kd3 f6 gxf6+ Kxf6 Kc2 g5 Kb3 Rf4 Ka4 Rxc4+ Kb5 Rf4,B22,Sicilian Defense: Alapin Variation,3
M6zMVwqK,TRUE,1.50334E+12,1.50335E+12,80,resign,black,5+5,isachess,1848,maxpiz5,1806,e4 c5 Nf3 e6 g3 Nc6 Bg2 Qc7 d3 e5 Nc3 Nd4 Nd5 Qd8 Nxe5 f6 Nf3 Ne7 Nc3 b6 Be3 Bb7 Nxd4 cxd4 Bxd4 Nc6 Be3 Bb4 Bd2 O-O O-O Ne5 a3 Be7 Ne2 d5 exd5 Bxd5 Bxd5+ Qxd5 Nf4 Qc6 c3 Nf3+ Kg2 Nxd2+ Kh3 Qc8+ Kg2 Nxf1 Kxf1 Rd8 Qh5 Qc6 Re1 Qh1+ Ke2 Qc6 Kd2 Bd6 Re4 Bxf4+ Rxf4 Qd5 Qf3 Qxf3 Rxf3 Rd5 Re3 Re5 Rxe5 fxe5 Ke3 Kf7 Ke4 Ke6 f4 exf4 Kxf4 Rf8+,B40,Sicilian Defense: French Variation,4
