id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
yrSDozT3,FALSE,1.50401E+12,1.50401E+12,101,resign,black,15+15,shivangithegenius,1094,slam_ment,1300,e4 e5 Nf3 d6 Bc4 Be6 d3 Bxc4 dxc4 c5 O-O h6 Nc3 Nf6 Nd5 Nxe4 Re1 Nf6 Nxf6+ Qxf6 Qd5 Nd7 Qxb7 Rb8 Qxa7 Be7 Bd2 Qf5 c3 Qc2 Rab1 O-O Rec1 Qd3 b4 Rfd8 bxc5 dxc5 Rxb8 Rxb8 Rd1 Rb1 Qa8+ Bf8 Qa4 Rxd1+ Qxd1 e4 Ne1 Qd6 h3 Qe5 a4 Bd6 f4 Qf5 Be3 Bxf4 Bxf4 Qxf4 Qxd7 Qe3+ Kh2 Qxe1 Qe8+ Kh7 Qxf7 e3 Qf5+ Kg8 Qd5+ Kh7 Qxc5 e2 Qf5+ Kg8 Qe6+ Kh7 Qe4+ Kg8 a5 Qd1 Qa8+ Kh7 Qe4+ Kg8 Qd5+ Qxd5 cxd5 e1=Q a6 Qa1 d6 Qxa6 d7 Qa8 c4 Qd8 c5 Qxd7 c6,C41,Philidor Defense #3,5
oQklnWWp,FALSE,1.50295E+12,1.50295E+12,14,resign,black,15+15,shivangithegenius,1094,lex_v1,1676,e4 e5 Nf3 Nc6 Bc4 h6 O-O Bc5 d3 Nf6 Nc3 Ng4 h3 Nxf2,C55,Italian Game: Anti-Fried Liver Defense,6
Wf0zuLQQ,TRUE,1.50278E+12,1.50278E+12,43,resign,white,10+10,gmcarlsen403,1825,shivangithegenius,1079,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bc5 c3 dxc3 Bxf7+ Kxf7 Qd5+ Ke8 Qxc5 Qe7 Qxe7+ Ncxe7 Nxc3 d6 O-O Bg4 Nd4 Nf6 f3 Bh5 Bg5 h6 Bxf6 gxf6 Ne6 Bf7 Nxc7+ Kd7 Nxa8 Rxa8 Rfd1 Bc4 b3 Ba6 Nd5 Nxd5 Rxd5,C45,Scotch Game: Haxo Gambit,8
AAw1TiNN,FALSE,1.49798E+12,1.49798E+12,5,resign,black,10+0,shivangithegenius,978,balkarec,1500,d4 e6 e4 Qh4 Nc3,C00,French Defense: Normal Variation,3
n4vRYUCW,FALSE,1.4979E+12,1.4979E+12,7,resign,white,10+0,lucasimeon,1500,shivangithegenius,978,e4 e5 d4 d5 Nf3 dxe4 Nxe5,C21,King's Pawn Game: Beyer Gambit,4
O3wdIwg7,TRUE,1.50426E+12,1.50426E+12,28,resign,white,10+0,mazyaraghgmail,1492,wpc96,1458,e4 e5 a3 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Qf3 e4 Qe3 Bc5 Qg3 O-O Ne2 Re8 Qxc7 Bd6 Qc3 Be5 Qe3 Bd4 Qxd4 Qxd4 Nxd4 Bf5,C26,Vienna Game: Mengarini Variation,5
48ktrxLp,TRUE,1.50425E+12,1.50425E+12,30,resign,black,10+0,anrk,1414,wpc96,1442,e4 e5 Nf3 d6 d4 exd4 Nxd4 g6 Bc4 Nf6 Bg5 Bg7 O-O O-O Nc3 h6 Bxf6 Bxf6 Re1 Re8 Nd5 c5 Nf3 Bxb2 Rb1 Bf6 Nxf6+ Qxf6 Qxd6 Qxd6,C41,Philidor Defense: Larsen Variation,8
i2GBGO0R,TRUE,1.50414E+12,1.50414E+12,44,resign,black,10+0,wpc96,1457,tbaruel,1294,e4 e5 Nf3 Nc6 d4 Bb4+ c3 Bd6 d5 Nce7 c4 c6 Be2 Nf6 Bg5 Nxe4 Bxe7 Qxe7 dxc6 dxc6 Bd3 Nc5 O-O f5 Re1 e4 Bc2 O-O Nd4 Qe5 Nf3 Qf4 Nd4 Qxh2+ Kf1 Be5 Nf3 exf3 Qxf3 Bxb2 Nc3 Bxa1 Rxa1 Qh1+,C44,Scotch Game,5
QZSTu1aT,TRUE,1.50414E+12,1.50414E+12,29,resign,white,10+0,acahn,1525,wpc96,1466,e4 e5 Nf3 d6 Bc4 f5 exf5 Bxf5 Nc3 e4 Nd4 Bg6 Qg4 Nf6 Qe6+ Qe7 Qc8+ Qd8 Qxb7 Nbd7 Nc6 Qc8 Qxc8+ Rxc8 Nxa7 Ra8 Nab5 c6 Nc7+,C41,Philidor Defense: Lopez Countergambit,6
9tU9MM6P,TRUE,1.50423E+12,1.50423E+12,37,resign,black,8+10,iskendermyucel,1207,oldpaths,1579,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 c4 Bb4+ Bd2 Qe7+ Be2 Bxf3 Bxb4 Qxb4+ Nc3 Bxe2 Qxe2+ Ne7 O-O O-O a3 Qd6 cxd5 Nxd5 Qe4 Nxc3 Qxb7 Nc6 bxc3 a5 h3 Rfb8 Qxa8 Rxa8 Rfe1,C00,French Defense: Knight Variation,3
XuyVUkDi,TRUE,1.50397E+12,1.50397E+12,40,mate,black,5+10,porquepepe,1618,oldpaths,1568,e4 e6 Bc4 d5 exd5 exd5 Bb3 Qe7+ Ne2 Nf6 d4 Nc6 O-O Bf5 Bg5 h6 Bxf6 Qxf6 Bxd5 Nb4 Bb3 O-O-O a3 Nc6 c3 Bd6 Ng3 g6 Nd2 h5 Nge4 Bxe4 Nxe4 Bxh2+ Kh1 Qh4 f3 Bg3+ Kg1 Qh2#,C00,French Defense #2,2
l7top9ps,TRUE,1.50381E+12,1.50381E+12,78,resign,black,5+40,berejokserg,1500,oldpaths,1554,e4 e6 Nc3 Bb4 Nge2 Ne7 a3 Bxc3 Nxc3 d5 d4 Nd7 e5 c5 Be3 Nf5 Qd2 Nxe3 Qxe3 cxd4 Qxd4 O-O Bd3 Qg5 f4 Qe7 O-O b6 Rf3 Nc5 Rh3 Nxd3 Qxd3 g6 Rh6 Kg7 Qh3 Qc5+ Kh1 Rh8 Rh4 Bb7 Qf3 Rab8 Rc1 d4 Na4 Bxf3 Nxc5 bxc5 gxf3 Rxb2 c3 d3 Rg4 d2 Rd1 Rd8 Rg2 Rc2 a4 Rc1 Rgg1 Rxc3 Kg2 Rdd3 Rgf1 c4 Kf2 Rxf3+ Ke2 Rxf1 Kxf1 Rc1 Ke2 c3 Kd3 Rxd1,C00,French Defense: Queen's Knight,3
00R4UOcU,TRUE,1.5037E+12,1.5037E+12,54,mate,black,20+5,aminox,1207,oldpaths,1588,e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1 d3 Rxd3 Qxf2#,C02,French Defense: Advance |  Steinitz Variation,7
WYOts2ME,TRUE,1.50369E+12,1.50369E+12,37,resign,white,15+5,redar1,1855,oldpaths,1599,e4 e6 d4 d5 exd5 exd5 Bd3 Bd6 h3 Ne7 Nf3 O-O O-O Bf5 a3 Nbc6 Re1 Re8 b3 Ng6 Bxf5 Qf6 Bxg6 hxg6 Nc3 Rxe1+ Qxe1 Nxd4 Nxd4 Qxd4 Rb1 Kf8 Nb5 Re8 Qxe8+ Kxe8 Nxd4,C01,French Defense: Exchange Variation,5
osPCRdxJ,TRUE,1.50368E+12,1.50369E+12,48,resign,white,30+0,tb-123,1720,oldpaths,1579,e4 e6 Qe2 c5 Nf3 Nc6 g3 g6 Bg2 Bg7 O-O Nge7 c3 O-O d3 b6 Na3 a6 Re1 d6 Nc4 b5 Ne3 b4 Qc2 bxc3 bxc3 Nb4 Qd2 a5 Rb1 Nbc6 Ng5 h6 Nf3 Ba6 Ba3 a4 d4 Qa5 e5 cxd4 cxd4 Qxd2 Nxd2 Nxd4 Bxa8 Nc2,C00,French Defense: Chigorin Variation,3
7kK30TmL,TRUE,1.50355E+12,1.50355E+12,64,mate,black,15+5,zoro55,1768,oldpaths,1560,e4 e6 f4 d5 e5 c5 Nf3 Nc6 c3 Nh6 d4 cxd4 cxd4 Qa5+ Bd2 Bb4 Nc3 Nf5 Bb5 Bxc3 Bxc6+ bxc6 Bxc3 Qb6 O-O Ne3 Qe2 Nxf1 Rxf1 Ba6 Qf2 Bxf1 Qxf1 c5 dxc5 Qxc5+ Bd4 Qa5 a3 Rc8 h3 O-O Qd3 Rc1+ Kh2 Rfc8 Ng5 g6 Qg3 Qe1 Qxe1 Rxe1 Bxa7 Rc2 b4 Ree2 b5 Rxg2+ Kh1 Ra2 b6 Rgb2 a4 Ra1#,C00,French Defense: La Bourdonnais Variation,3
Xwpzq87m,TRUE,1.50343E+12,1.50343E+12,39,resign,white,15+5,euler_jr,1602,oldpaths,1532,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+ bxc3 cxd4 cxd4 Ne7 f4 Nbc6 Nf3 Nf5 c4 O-O g4 Nfe7 Bd3 g6 f5 exf5 gxf5 Nxf5 cxd5 Ncxd4 Nxd4 Nxd4 Bc4 Qh4+ Kf1 Bh3+ Kg1 Qg5+ Bxg5,C18,French Defense: Winawer Variation |  Advance Variation #2,11
mEAvshF2,TRUE,1.50337E+12,1.50337E+12,34,mate,black,20+10,hoanghieudro2,1409,oldpaths,1548,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 Be2 Qe7 O-O Nc6 Re1 O-O-O Bb5 Qf6 Re3 Bxf3 Rxf3 Qxd4 Rd3 Qc5 Nc3 Nf6 Be3 Qd6 a4 h5 Qe2 Ng4 Bg5 Qxh2+ Kf1 Qh1#,C00,French Defense: Knight Variation,3
ylLqmXwb,TRUE,1.50336E+12,1.50337E+12,69,resign,white,20+10,ehabhaddad,1603,oldpaths,1550,e4 e6 Nc3 d5 exd5 exd5 Nf3 Nf6 Bb5+ c6 Na4 cxb5 Qe2+ Be6 Qxb5+ Qd7 Nc3 a6 Qd3 Nc6 O-O Nb4 Qe2 d4 Ne4 Nxc2 Nxf6+ gxf6 Rb1 Rg8 d3 Nb4 a3 Nd5 Nxd4 Kd8 Nxe6+ fxe6 Rd1 Qc6 g3 f5 Qh5 Nf6 Qh4 Be7 Bg5 e5 d4 e4 d5 Qd6 Bf4 Nxd5 Qxh7 Qg6 Rxd5+ Ke8 Qxg6+ Rxg6 Rxf5 Rc8 Re5 Rc4 b3 Rd4 Be3 Rd3 Rxe4,C00,French Defense: Queen's Knight,3
nBfSissu,FALSE,1.50397E+12,1.50397E+12,14,resign,white,45+0,lotfibma,1500,hollyandclaws,1500,e4 e5 Bc4 Nc6 d3 Nf6 Nf3 Bc5 Ng5 d6 Nxf7 Qe7 Nxh8 Be6,C50,Italian Game: Giuoco Pianissimo |  Normal,8
bnCnIJSz,TRUE,1.50354E+12,1.50355E+12,101,resign,white,10+0,salah04,1942,avelez8,1739,e4 e6 d4 d5 Nc3 c5 exd5 exd5 Nf3 Nc6 Bb5 Nf6 O-O Be7 dxc5 O-O Bg5 h6 Bxf6 Bxf6 Nxd5 Bxb2 Rb1 Ba3 Re1 Bxc5 Bd3 Be6 c4 b6 Be4 Rc8 Qa4 Ne7 Rbd1 Nxd5 cxd5 Bd7 Qb3 Qf6 Bb1 Bd6 Qd3 g6 h3 Qf4 Re4 Qf6 Qe3 Rfe8 Qxh6 Rxe4 Bxe4 Bf4 Qh4 Qxh4 Nxh4 Bd6 g4 a5 Nf3 b5 Nd4 Rc4 Bg2 Bc5 Nc6 Bxc6 dxc6 Be7 Bd5 Rc5 Kg2 Kg7 Rd3 Kf6 f4 g5 Kf3 Kg6 Ke4 f6 fxg5 fxg5 Rf3 Bf6 Rf5 Rc2 Rf3 Re2+ Re3 Rc2 Kf3 b4 Be4+ Kg7 Bxc2 a4 Bxa4 Kg6 c7,C10,French Defense: Marshall Variation,6
ZzWyY1f8,TRUE,1.50354E+12,1.50354E+12,75,outoftime,white,10+0,avelez8,1724,vincenzo2000,1855,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Ne5 Nc3 Bb4 Bd2 Nf6 f4 Ng6 Bd3 d6 O-O O-O a3 Ba5 b4 Bb6 Be3 c5 Nf5 Bxf5 exf5 Ne7 Kh1 cxb4 Bxb6 Qxb6 axb4 Qxb4 Re1 Nc6 Ne4 Nxe4 Bxe4 Rfe8 Qd3 Rad8 f6 g6 Qh3 Qd4 Qh4 Rxe4 Rxe4 Qxa1+ Re1 Qc3 g4 Qf3+ Kg1 Qxf4 Rf1 Qd4+ Kh1 Ne5 Qh6 Qe4+ Kg1 Qxg4+ Kf2 Qd4+ Ke2 Qc4+ Ke1 Qc3+ Kd1 Qa1+ Kd2 Nc4+ Kd3,C45,Scotch Game,7
mkKSL3Ev,TRUE,1.50354E+12,1.50354E+12,135,mate,white,10+0,majid_alsalhi,1951,avelez8,1729,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nc6 a3 Bd7 Be2 Be7 O-O Nh6 dxc5 Bxc5 b4 Be7 Be3 Qc7 c4 dxc4 Bxc4 Nf5 Bf4 O-O Nbd2 Rad8 Qe2 Ncd4 Nxd4 Nxd4 Qg4 Nf5 Rac1 Qb6 Nf3 Bb5 Bg5 Bxc4 Rxc4 Bxg5 Nxg5 Rd4 Rxd4 Qxd4 Qxd4 Nxd4 Rd1 Nc2 Rd7 h6 Ne4 Rb8 Nd6 Nxa3 Rxf7 Nc4 Nxc4 Rc8 Rf4 b5 Ne3 Rc1+ Nf1 Rb1 g3 a5 bxa5 b4 a6 b3 a7 Ra1 Rb4 Rxa7 Rxb3 Kf7 Ne3 Kg6 f4 Rd7 Kf2 h5 h4 Kf7 Rb6 Rc7 Ke2 Rd7 Nc4 Ke7 Nd6 Rc7 Rb7 Rd7 Rxd7+ Kxd7 Kd3 Ke7 Kc4 Kd7 Kc5 Ke7 Kc6 Kd8 Nf7+ Ke7 Ng5 Kd8 Nxe6+ Ke7 Nxg7 Kf7 Nxh5 Ke6 g4 Kf7 f5 Kg8 e6 Kf8 Kd7 Kg8 f6 Kh8 g5 Kg8 g6 Kh8 e7 Kg8 e8=R#,C02,French Defense: Advance Variation |  Main Line,11
aVwWNjNR,TRUE,1.50354E+12,1.50354E+12,81,outoftime,white,10+0,avelez8,1726,pavankumarg,1388,e4 e5 Nf3 d6 d4 Nc6 dxe5 dxe5 Qxd8+ Kxd8 Bb5 Bd6 Nc3 Nd4 Nxd4 exd4 Ne2 c5 Bd2 h5 O-O-O Be6 a3 Nf6 f3 a6 Ba4 b5 Bb3 c4 Ba2 Ke7 c3 d3 Nd4 g6 Rde1 Be5 f4 Bxd4 cxd4 Rhd8 d5 Bd7 h3 Kf8 Bc3 Kg7 Kd2 Re8 Bxf6+ Kxf6 e5+ Kf5 Rhf1 Bc8 Rf3 Bb7 Rg3 Kxf4 Rf3+ Kg5 Rxf7 Bxd5 Rc7 Rf8 Bb1 Bxg2 Rg1 Rf2+ Kd1 Rf1+ Rxf1 Bxf1 Rf7 Bxh3 e6 Bxe6 Re7 Bf5 Kd2,C41,Philidor Defense,5
Tlng5eqN,TRUE,1.50354E+12,1.50354E+12,70,mate,black,10+0,hopefullman15,1597,avelez8,1728,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c6 Nc3 Be6 Bg5 Be7 Qc2 h6 Bf4 O-O O-O-O dxc4 h4 Nd5 Nxd5 cxd5 Ne5 Bd6 g4 Nd7 g5 h5 g6 f6 Nf7 Bxf4+ Kb1 Bxf7 gxf7+ Rxf7 Qf5 Qc7 Qxd5 Rc8 Bh3 Kf8 Be6 Re7 Rh3 Nb6 Qe4 Rce8 d5 Nxd5 Rxd5 Rxe6 Qh7 Re1+ Kc2 R8e2+ Kc3 Be5+ Kb4 Rxb2+ Ka3 b5 Qh8+ Kf7 Qxh5+ Ke7 Qg6 Qa5#,C00,French Defense: Knight Variation,3
wljkejE0,TRUE,1.50354E+12,1.50354E+12,39,resign,white,10+0,laeca53,1743,avelez8,1738,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Bd7 Nf3 Bc6 Bd3 Nd7 O-O Ngf6 Nxf6+ Nxf6 Bg5 Be7 Re1 Bxf3 gxf3 h6 Bxf6 Bxf6 c3 Qd5 Be4 Qh5 Bxb7 Rb8 Bc6+ Ke7 b3 Bg5 Re4 Qg6 Kh1 Rb5 Bxb5,C10,French Defense: Rubinstein Variation |  Fort Knox Variation,10
bCUwPEJ7,TRUE,1.50354E+12,1.50354E+12,46,resign,black,10+0,jdalcheco,1744,avelez8,1735,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 b3 cxd4 cxd4 Bb4+ Bd2 Nxd4 Bxb4 Nxf3+ Qxf3 Qxb4+ Nd2 Ne7 Bd3 Bd7 O-O O-O Qh3 h6 Rfd1 Bb5 Bc2 Rac8 a3 Qa5 Rac1 Rc7 a4 Rfc8 axb5 Rxc2 Ra1 Qb4 Ra4 Qc5 Rg4 Rxd2,C02,French Defense: Advance Variation |  Paulsen Attack,9
TMtvbg3w,TRUE,1.50359E+12,1.50359E+12,54,mate,black,10+0,decem,1795,cdvh,1784,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 h3 Nf6 Nc3 Qe7 O-O O-O d4 exd4 Nxd4 Nxe4 Nxe4 Qxe4 Nb3 Bd6 Re1 Qg6 Qf3 Qxc2 Nd4 Qc5 Be3 Qe5 b3 Qh2+ Kf1 Bd7 Nf5 Bxf5 Qxf5 Rae8 g3 Rxe3 fxe3 Bxg3 Red1 Qh1+ Ke2 Qg2+ Kd3 Rd8+ Kc3 Be1+ Kc4 Qe2+ Kc5 Qb5#,C64,Ruy Lopez: Classical Variation,6
q3NHAFFp,TRUE,1.50359E+12,1.50359E+12,90,resign,black,10+0,ashishbarda,1884,cdvh,1768,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 Qf6 O-O Nge7 Re1 O-O d4 exd4 Bg5 Qg6 Bxe7 Bxe7 cxd4 d6 Nc3 Bg4 Re3 Bg5 Rd3 Nb4 h3 Nxd3 Bxd3 Bxf3 Qxf3 Qf6 Qg3 Qxd4 Rd1 Bf6 Qf3 c6 Qh5 Qb4 e5 g6 Qe2 Bxe5 a3 Qh4 Ne4 d5 Nc5 Rfe8 Qf3 Bxb2 a4 Qb4 Nd7 Re7 Nf6+ Bxf6 Qxf6 Rae8 Kh2 Qxa4 Rb1 Qa3 Bc2 Qc5 Bd3 b5 Qf4 Qc3 Bf1 Re1 Rxe1 Rxe1 Kg1 Qa1 Qb8+ Kg7 Qf4 Rxf1+ Kh2 Rh1+ Kg3 Qc3+ f3 Qe1+ Kg4 h5+ Kg5 Qe7+,C64,Ruy Lopez: Classical Variation |  Central Variation,7
Gz7Icasx,TRUE,1.50359E+12,1.50359E+12,40,mate,black,10+0,omid163,1756,cdvh,1756,e4 e5 Bc4 Nf6 d4 exd4 Qxd4 Nc6 Qe3 Bb4+ Bd2 O-O a3 Bxd2+ Nxd2 d5 exd5 Re8 dxc6 Rxe3+ fxe3 b5 Bb3 Ng4 Nh3 Nxe3 Ke2 Nxg2 Nf2 Bf5 Rad1 Qe8+ Kf3 Nh4+ Kg3 Qe5+ Kxh4 Qf4+ Kh5 g6#,C24,Bishop's Opening: Ponziani Gambit,5
ezdEKpqG,TRUE,1.50408E+12,1.50408E+12,23,mate,white,15+15,sassou,1215,memoryberat,921,e4 e5 Nf3 Nc6 Bc4 Bb4 c3 Bc5 b4 Bb6 d3 Nf6 Ng5 O-O Bxf7+ Kh8 Bd5 Nxd5 exd5 Ne7 Qh5 Nxd5 Qxh7#,C50,Italian Game,5
